
Sales Person,Geography,Product,Date,Amount,Boxes,
Dennison Crosswaite,USA,Almond Choco,22/01/2021,"$3,661 ",228,
Barr Faughny,New Zealand,Caramel Stuffed Bars,22/01/2021,"$3,290 ",6,
Ches Bonnell,USA,85% Dark Bars,22/01/2021,"$8,428 ",17,
Brien Boise,USA,Baker's Choco Chips,22/01/2021,"$2,044 ",31,
Kelci Walkden,Canada,Manuka Honey Choco,25/01/2021,"$2,219 ",320,
Ches Bonnell,Canada,Spicy Special Slims,25/01/2021,"$4,473 ",202,
Dennison Crosswaite,UK,Fruit & Nut Bars,25/01/2021,"$2,086 ",410,
Beverie Moffet,New Zealand,Drinking Coco,25/01/2021,"$2,618 ",128,
Beverie Moffet,Canada,Almond Choco,25/01/2021,"$7,630 ",276,
Karlen McCaffrey,USA,Fruit & Nut Bars,25/01/2021,"$7,910 ",480,
Madelene Upcott,UK,Spicy Special Slims,25/01/2021,"$7,882 ",103,
Husein Augar,Australia,Orange Choco,25/01/2021,"$2,940 ",573,
Ches Bonnell,UK,70% Dark Bites,25/01/2021,"$3,192 ",572,
Marney O'Breen,USA,Spicy Special Slims,25/01/2021,"$3,465 ",42,
Beverie Moffet,UK,Caramel Stuffed Bars,25/01/2021,"$4,410 ",88,
Ches Bonnell,Australia,White Choc,25/01/2021,"$5,397 ",301,
Beverie Moffet,Canada,After Nines,25/01/2021,"$4,928 ",222,
Brien Boise,Canada,Manuka Honey Choco,25/01/2021,"$7,987 ",49,
Dennison Crosswaite,India,Baker's Choco Chips,25/01/2021,"$3,710 ",6,
Andria Kimpton,Australia,Orange Choco,25/01/2021,"$4,620 ",105,
Madelene Upcott,Australia,Orange Choco,25/01/2021,$441 ,10,
Oby Sorrel,New Zealand,Caramel Stuffed Bars,25/01/2021,"$6,601 ",20,
Jan Morforth,India,Peanut Butter Cubes,25/01/2021,"$7,896 ",85,
Brien Boise,USA,Drinking Coco,25/01/2021,$812 ,602,
Andria Kimpton,UK,50% Dark Bites,25/01/2021,"$2,219 ",472,
Ches Bonnell,UK,Almond Choco,25/01/2021,"$4,886 ",173,
Ches Bonnell,New Zealand,85% Dark Bars,25/01/2021,"$7,644 ",133,
Wilone O'Kielt,UK,70% Dark Bites,25/01/2021,"$4,410 ",248,
Husein Augar,New Zealand,Organic Choco Syrup,25/01/2021,"$7,728 ",269,
Oby Sorrel,USA,Almond Choco,25/01/2021,"$4,739 ",124,
Marney O'Breen,India,Smooth Sliky Salty,25/01/2021,"$2,205 ",305,
Barr Faughny,India,Milk Bars,25/01/2021,"$1,547 ",251,
Wilone O'Kielt,UK,Mint Chip Choco,26/01/2021,"$1,204 ",22,
Curtice Advani,UK,Mint Chip Choco,26/01/2021,"$7,084 ",65,
Karlen McCaffrey,USA,Drinking Coco,26/01/2021,"$3,157 ",106,
Brien Boise,India,Orange Choco,26/01/2021,$525 ,187,
Madelene Upcott,UK,Orange Choco,26/01/2021,"$1,113 ",106,
Ches Bonnell,India,Baker's Choco Chips,26/01/2021,"$2,898 ",113,
Husein Augar,New Zealand,Smooth Sliky Salty,26/01/2021,"$5,495 ",255,
Wilone O'Kielt,UK,White Choc,26/01/2021,"$1,414 ",590,
Dotty Strutley,Australia,Manuka Honey Choco,26/01/2021,"$1,372 ",166,
Jan Morforth,Australia,85% Dark Bars,27/01/2021,"$5,299 ",168,
Madelene Upcott,Australia,Drinking Coco,27/01/2021,"$1,673 ",157,
Kelci Walkden,India,After Nines,27/01/2021,"$4,956 ",548,
Oby Sorrel,New Zealand,Drinking Coco,27/01/2021,"$3,745 ",254,
Dennison Crosswaite,USA,Eclairs,27/01/2021,$49 ,192,
Brien Boise,India,Manuka Honey Choco,27/01/2021,"$3,997 ",299,
Husein Augar,Canada,85% Dark Bars,27/01/2021,"$6,279 ",177,
Marney O'Breen,Australia,Peanut Butter Cubes,27/01/2021,"$3,346 ",449,
Dotty Strutley,Canada,White Choc,28/01/2021,$434 ,10,
Gigi Bohling,India,Spicy Special Slims,28/01/2021,"$2,051 ",13,
Kelci Walkden,New Zealand,Caramel Stuffed Bars,28/01/2021,"$7,350 ",176,
Dennison Crosswaite,Canada,Choco Coated Almonds,28/01/2021,"$3,752 ",232,
Madelene Upcott,Canada,Smooth Sliky Salty,28/01/2021,"$6,139 ",54,
Barr Faughny,India,85% Dark Bars,28/01/2021,$896 ,130,
Brien Boise,India,Choco Coated Almonds,28/01/2021,"$1,750 ",110,
Marney O'Breen,Australia,Choco Coated Almonds,28/01/2021,"$2,093 ",346,
Rafaelita Blaksland,UK,After Nines,28/01/2021,"$1,197 ",72,
Madelene Upcott,Canada,Manuka Honey Choco,28/01/2021,"$2,968 ",398,
Brien Boise,Australia,Organic Choco Syrup,28/01/2021,"$10,759 ",187,
Gunar Cockshoot,Canada,85% Dark Bars,28/01/2021,"$2,191 ",1190,
Kaine Padly,UK,Smooth Sliky Salty,28/01/2021,"$2,555 ",12,
Husein Augar,New Zealand,70% Dark Bites,28/01/2021,"$2,394 ",329,
Dotty Strutley,Australia,Eclairs,28/01/2021,"$2,450 ",150,
Kaine Padly,India,Organic Choco Syrup,28/01/2021,"$9,170 ",223,
Oby Sorrel,Australia,After Nines,28/01/2021,"$2,296 ",171,
Barr Faughny,Australia,Mint Chip Choco,28/01/2021,$721 ,479,
Curtice Advani,Australia,Peanut Butter Cubes,28/01/2021,"$10,080 ",48,
Dennison Crosswaite,USA,After Nines,28/01/2021,$294 ,398,
Andria Kimpton,Australia,White Choc,29/01/2021,"$1,512 ",107,
Gigi Bohling,USA,Eclairs,29/01/2021,"$6,706 ",126,
Dennison Crosswaite,Australia,Fruit & Nut Bars,29/01/2021,"$6,853 ",61,
Husein Augar,UK,Organic Choco Syrup,29/01/2021,$630 ,515,
Rafaelita Blaksland,Australia,Organic Choco Syrup,29/01/2021,"$12,999 ",74,
Ches Bonnell,Australia,Baker's Choco Chips,29/01/2021,"$1,330 ",344,
Wilone O'Kielt,USA,Mint Chip Choco,29/01/2021,"$5,383 ",49,
Ches Bonnell,Australia,Peanut Butter Cubes,29/01/2021,$735 ,153,
Oby Sorrel,New Zealand,Eclairs,29/01/2021,"$3,598 ",74,
Gunar Cockshoot,UK,50% Dark Bites,29/01/2021,"$2,478 ",16,
Dennison Crosswaite,UK,Peanut Butter Cubes,29/01/2021,"$3,276 ",5,
Karlen McCaffrey,Australia,Mint Chip Choco,29/01/2021,"$5,047 ",2,
Kelci Walkden,Canada,Baker's Choco Chips,29/01/2021,"$5,775 ",41,
Ches Bonnell,USA,Almond Choco,29/01/2021,"$1,232 ",411,
Curtice Advani,New Zealand,Drinking Coco,29/01/2021,"$5,754 ",4,
Beverie Moffet,New Zealand,Baker's Choco Chips,29/01/2021,$399 ,459,
Jan Morforth,Canada,99% Dark & Pure,29/01/2021,"$5,775 ",126,
Brien Boise,Australia,Orange Choco,29/01/2021,"$1,547 ",231,
Husein Augar,UK,Manuka Honey Choco,29/01/2021,"$5,383 ",9,
Karlen McCaffrey,UK,Manuka Honey Choco,29/01/2021,"$1,162 ",182,
Barr Faughny,India,Manuka Honey Choco,29/01/2021,"$3,423 ",434,
Gigi Bohling,Canada,Fruit & Nut Bars,29/01/2021,"$3,395 ",209,
Dotty Strutley,New Zealand,50% Dark Bites,29/01/2021,$322 ,72,
Beverie Moffet,UK,Eclairs,29/01/2021,"$5,719 ",199,
Gunar Cockshoot,USA,Orange Choco,01/02/2021,"$12,824 ",5,
Husein Augar,New Zealand,After Nines,01/02/2021,"$2,177 ",14,
Kelci Walkden,Canada,White Choc,01/02/2021,"$1,673 ",577,
Kelci Walkden,India,Milk Bars,01/02/2021,"$1,260 ",238,
Curtice Advani,USA,Almond Choco,01/02/2021,"$1,596 ",74,
Andria Kimpton,New Zealand,50% Dark Bites,01/02/2021,"$4,949 ",122,
Beverie Moffet,Canada,Caramel Stuffed Bars,01/02/2021,"$5,950 ",218,
Kaine Padly,New Zealand,Orange Choco,01/02/2021,"$1,876 ",339,
Gigi Bohling,Australia,85% Dark Bars,01/02/2021,"$1,708 ",220,
Beverie Moffet,Canada,Choco Coated Almonds,01/02/2021,"$5,628 ",434,
Wilone O'Kielt,Canada,Peanut Butter Cubes,01/02/2021,"$7,133 ",441,
Gunar Cockshoot,UK,Milk Bars,01/02/2021,$854 ,18,
Marney O'Breen,India,Raspberry Choco,01/02/2021,"$4,837 ",77,
Brien Boise,India,Spicy Special Slims,01/02/2021,"$3,241 ",448,
Wilone O'Kielt,Australia,Organic Choco Syrup,01/02/2021,$14 ,129,
Marney O'Breen,USA,Fruit & Nut Bars,01/02/2021,"$2,982 ",770,
Dotty Strutley,Canada,Choco Coated Almonds,01/02/2021,"$1,120 ",262,
Dotty Strutley,USA,Caramel Stuffed Bars,01/02/2021,"$1,575 ",700,
Ches Bonnell,New Zealand,White Choc,01/02/2021,$182 ,23,
Dotty Strutley,Canada,Raspberry Choco,01/02/2021,"$1,113 ",35,
Marney O'Breen,India,Peanut Butter Cubes,01/02/2021,"$4,613 ",170,
Wilone O'Kielt,UK,Caramel Stuffed Bars,01/02/2021,$882 ,209,
Rafaelita Blaksland,UK,Organic Choco Syrup,01/02/2021,$693 ,9,
Beverie Moffet,New Zealand,After Nines,01/02/2021,"$3,556 ",24,
Rafaelita Blaksland,USA,Organic Choco Syrup,01/02/2021,$49 ,245,
Dotty Strutley,India,Almond Choco,01/02/2021,"$8,288 ",185,
Kelci Walkden,UK,Baker's Choco Chips,01/02/2021,"$1,197 ",379,
Gigi Bohling,Canada,Choco Coated Almonds,01/02/2021,"$8,218 ",250,
Dotty Strutley,Australia,Spicy Special Slims,01/02/2021,"$3,689 ",128,
Van Tuxwell,New Zealand,Fruit & Nut Bars,01/02/2021,"$5,089 ",283,
Dennison Crosswaite,USA,Almond Choco,01/02/2021,"$3,507 ",130,
Camilla Castle,Australia,Raspberry Choco,01/02/2021,"$11,102 ",654,
Karlen McCaffrey,India,Caramel Stuffed Bars,01/02/2021,"$7,518 ",327,
Dotty Strutley,UK,Baker's Choco Chips,01/02/2021,"$4,907 ",189,
Barr Faughny,New Zealand,Baker's Choco Chips,01/02/2021,"$6,076 ",217,
Ches Bonnell,USA,Peanut Butter Cubes,01/02/2021,"$2,737 ",548,
Curtice Advani,India,85% Dark Bars,01/02/2021,"$8,386 ",494,
Brien Boise,New Zealand,50% Dark Bites,01/02/2021,"$8,715 ",301,
Andria Kimpton,Canada,After Nines,01/02/2021,"$3,255 ",172,
Gunar Cockshoot,UK,Peanut Butter Cubes,01/02/2021,"$1,792 ",150,
Brien Boise,India,Spicy Special Slims,01/02/2021,"$8,904 ",308,
Curtice Advani,Canada,Fruit & Nut Bars,02/02/2021,"$5,992 ",306,
Madelene Upcott,USA,After Nines,02/02/2021,$903 ,238,
Rafaelita Blaksland,Australia,Drinking Coco,02/02/2021,"$3,941 ",663,
Marney O'Breen,New Zealand,Organic Choco Syrup,02/02/2021,"$3,024 ",175,
Beverie Moffet,Canada,Raspberry Choco,02/02/2021,$91 ,595,
Andria Kimpton,India,Milk Bars,02/02/2021,"$1,085 ",458,
Husein Augar,Australia,Mint Chip Choco,02/02/2021,"$2,905 ",25,
Curtice Advani,USA,Spicy Special Slims,02/02/2021,"$5,586 ",303,
Dennison Crosswaite,USA,Mint Chip Choco,02/02/2021,"$5,306 ",390,
Ches Bonnell,UK,Raspberry Choco,02/02/2021,"$2,877 ",249,
Wilone O'Kielt,USA,99% Dark & Pure,02/02/2021,$490 ,99,
Rafaelita Blaksland,New Zealand,85% Dark Bars,02/02/2021,"$2,212 ",11,
Gigi Bohling,UK,Eclairs,02/02/2021,"$3,885 ",102,
Dennison Crosswaite,Australia,99% Dark & Pure,02/02/2021,"$5,992 ",263,
Rafaelita Blaksland,New Zealand,Orange Choco,02/02/2021,$140 ,150,
Beverie Moffet,UK,Choco Coated Almonds,02/02/2021,"$3,913 ",12,
Madelene Upcott,UK,Manuka Honey Choco,02/02/2021,"$2,373 ",426,
Rafaelita Blaksland,Canada,Drinking Coco,02/02/2021,"$5,054 ",124,
Madelene Upcott,India,Baker's Choco Chips,02/02/2021,"$1,652 ",49,
Wilone O'Kielt,UK,Milk Bars,02/02/2021,"$2,947 ",42,
Marney O'Breen,India,Almond Choco,02/02/2021,"$5,040 ",158,
Mallorie Waber,USA,Peanut Butter Cubes,02/02/2021,"$7,021 ",541,
Gigi Bohling,UK,Drinking Coco,02/02/2021,"$8,967 ",374,
Jehu Rudeforth,New Zealand,After Nines,02/02/2021,"$4,620 ",210,
Karlen McCaffrey,UK,Orange Choco,02/02/2021,"$15,645 ",1330,
Camilla Castle,New Zealand,After Nines,02/02/2021,"$5,873 ",267,
Andria Kimpton,India,85% Dark Bars,02/02/2021,"$6,195 ",564,
Gunar Cockshoot,UK,Caramel Stuffed Bars,02/02/2021,"$1,274 ",51,
Rafaelita Blaksland,USA,White Choc,02/02/2021,"$17,976 ",1820,
Ches Bonnell,Australia,Orange Choco,02/02/2021,$616 ,39,
Van Tuxwell,India,Drinking Coco,02/02/2021,"$1,729 ",62,
Wilone O'Kielt,UK,Choco Coated Almonds,03/02/2021,"$2,128 ",235,
Kaine Padly,USA,Spicy Special Slims,03/02/2021,"$2,716 ",97,
Oby Sorrel,India,Fruit & Nut Bars,03/02/2021,$392 ,64,
Barr Faughny,India,70% Dark Bites,03/02/2021,"$1,148 ",318,
Rafaelita Blaksland,Canada,85% Dark Bars,03/02/2021,"$9,632 ",770,
Jan Morforth,UK,Peanut Butter Cubes,03/02/2021,"$3,983 ",290,
Brien Boise,Australia,After Nines,03/02/2021,$476 ,458,
Curtice Advani,India,Eclairs,03/02/2021,"$6,783 ",246,
Kaine Padly,Canada,Baker's Choco Chips,03/02/2021,"$9,233 ",119,
Barr Faughny,UK,85% Dark Bars,03/02/2021,"$12,222 ",180,
Barr Faughny,New Zealand,Mint Chip Choco,03/02/2021,"$5,397 ",70,
Wilone O'Kielt,UK,Peanut Butter Cubes,03/02/2021,"$4,830 ",284,
Barr Faughny,India,Choco Coated Almonds,03/02/2021,"$5,845 ",358,
Karlen McCaffrey,Canada,Baker's Choco Chips,03/02/2021,"$1,113 ",23,
Kaine Padly,USA,Caramel Stuffed Bars,03/02/2021,$672 ,671,
Jan Morforth,USA,85% Dark Bars,03/02/2021,"$6,986 ",499,
Oby Sorrel,India,Manuka Honey Choco,03/02/2021,"$20,167 ",1120,
Gunar Cockshoot,India,Peanut Butter Cubes,03/02/2021,"$3,976 ",663,
Wilone O'Kielt,Canada,Caramel Stuffed Bars,03/02/2021,"$4,984 ",217,
Beverie Moffet,India,Fruit & Nut Bars,03/02/2021,"$7,259 ",427,
Karlen McCaffrey,UK,Manuka Honey Choco,03/02/2021,"$7,238 ",381,
Wilone O'Kielt,India,Spicy Special Slims,03/02/2021,"$4,004 ",161,
Van Tuxwell,USA,Eclairs,03/02/2021,"$1,372 ",48,
Roddy Speechley,New Zealand,Choco Coated Almonds,03/02/2021,"$2,226 ",83,
Roddy Speechley,Australia,85% Dark Bars,03/02/2021,$182 ,23,
Gigi Bohling,Australia,Spicy Special Slims,04/02/2021,"$1,442 ",454,
Gigi Bohling,New Zealand,After Nines,04/02/2021,"$8,050 ",170,
Beverie Moffet,UK,Fruit & Nut Bars,04/02/2021,"$6,419 ",198,
Kaine Padly,New Zealand,Almond Choco,04/02/2021,"$5,516 ",20,
Wilone O'Kielt,UK,Almond Choco,04/02/2021,"$6,685 ",840,
Brien Boise,Canada,Orange Choco,04/02/2021,"$1,120 ",152,
Andria Kimpton,Australia,After Nines,04/02/2021,"$5,936 ",268,
Dennison Crosswaite,Australia,Spicy Special Slims,04/02/2021,"$5,789 ",305,
Dotty Strutley,Canada,99% Dark & Pure,04/02/2021,"$4,130 ",63,
Oby Sorrel,Canada,Smooth Sliky Salty,04/02/2021,$343 ,165,
Gigi Bohling,UK,After Nines,04/02/2021,"$6,230 ",46,
Brien Boise,UK,Manuka Honey Choco,04/02/2021,$231 ,230,
Gunar Cockshoot,India,Fruit & Nut Bars,04/02/2021,"$7,518 ",97,
Karlen McCaffrey,New Zealand,Smooth Sliky Salty,04/02/2021,"$7,091 ",337,
Gigi Bohling,Canada,Manuka Honey Choco,04/02/2021,"$1,267 ",318,
Ches Bonnell,New Zealand,Eclairs,04/02/2021,"$3,213 ",308,
Ches Bonnell,India,Spicy Special Slims,04/02/2021,"$3,255 ",322,
Gigi Bohling,India,Raspberry Choco,04/02/2021,"$13,398 ",268,
Karlen McCaffrey,UK,Smooth Sliky Salty,04/02/2021,"$2,275 ",188,
Gunar Cockshoot,Canada,Choco Coated Almonds,04/02/2021,"$2,779 ",321,
Barr Faughny,USA,Smooth Sliky Salty,04/02/2021,$427 ,129,
Kelci Walkden,New Zealand,Mint Chip Choco,04/02/2021,"$2,037 ",31,
Kelci Walkden,USA,Fruit & Nut Bars,04/02/2021,"$2,576 ",253,
Kaine Padly,Canada,Spicy Special Slims,04/02/2021,"$3,948 ",168,
Madelene Upcott,UK,85% Dark Bars,04/02/2021,"$1,386 ",413,
Curtice Advani,Australia,Spicy Special Slims,04/02/2021,"$3,724 ",431,
Dotty Strutley,UK,Raspberry Choco,04/02/2021,"$2,177 ",219,
Oby Sorrel,Canada,Manuka Honey Choco,04/02/2021,"$6,531 ",373,
Dennison Crosswaite,UK,85% Dark Bars,04/02/2021,$714 ,88,
Husein Augar,Canada,Orange Choco,04/02/2021,$616 ,338,
Oby Sorrel,Canada,Baker's Choco Chips,04/02/2021,"$11,144 ",127,
Karlen McCaffrey,UK,Fruit & Nut Bars,04/02/2021,"$5,544 ",175,
Rafaelita Blaksland,Australia,Eclairs,04/02/2021,"$2,611 ",24,
Gunar Cockshoot,India,99% Dark & Pure,04/02/2021,"$6,041 ",22,
Andria Kimpton,India,After Nines,04/02/2021,$441 ,545,
Jan Morforth,USA,Spicy Special Slims,04/02/2021,"$3,948 ",308,
Karlen McCaffrey,New Zealand,99% Dark & Pure,04/02/2021,$301 ,258,
Gunar Cockshoot,UK,Almond Choco,04/02/2021,"$1,414 ",148,
Gunar Cockshoot,Australia,Mint Chip Choco,04/02/2021,"$8,890 ",371,
Rafaelita Blaksland,UK,Eclairs,04/02/2021,"$1,372 ",46,
Van Tuxwell,Australia,Caramel Stuffed Bars,04/02/2021,"$10,710 ",595,
Beverie Moffet,New Zealand,Mint Chip Choco,05/02/2021,"$4,900 ",53,
Gunar Cockshoot,USA,Spicy Special Slims,05/02/2021,"$9,485 ",52,
Husein Augar,USA,Caramel Stuffed Bars,05/02/2021,"$2,100 ",227,
Kelci Walkden,UK,Manuka Honey Choco,05/02/2021,"$2,863 ",22,
Husein Augar,Australia,85% Dark Bars,05/02/2021,"$6,272 ",131,
Barr Faughny,Australia,Caramel Stuffed Bars,05/02/2021,"$5,327 ",16,
Marney O'Breen,UK,Almond Choco,05/02/2021,$644 ,25,
Oby Sorrel,New Zealand,50% Dark Bites,05/02/2021,"$2,191 ",474,
Gigi Bohling,India,Almond Choco,05/02/2021,$280 ,564,
Ches Bonnell,India,Manuka Honey Choco,05/02/2021,"$5,509 ",66,
Gigi Bohling,USA,Organic Choco Syrup,05/02/2021,"$9,331 ",374,
Wilone O'Kielt,USA,Caramel Stuffed Bars,05/02/2021,"$16,520 ",661,
Gigi Bohling,India,Drinking Coco,05/02/2021,$371 ,13,
Gigi Bohling,Canada,After Nines,05/02/2021,"$3,353 ",177,
Beverie Moffet,New Zealand,Milk Bars,05/02/2021,"$9,548 ",597,
Van Tuxwell,USA,Mint Chip Choco,05/02/2021,"$1,407 ",75,
Gigi Bohling,UK,99% Dark & Pure,05/02/2021,"$10,780 ",469,
Roddy Speechley,UK,Almond Choco,05/02/2021,"$7,343 ",272,
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,08/02/2021,$301 ,305,
Oby Sorrel,UK,White Choc,08/02/2021,"$5,068 ",318,
Kelci Walkden,New Zealand,Organic Choco Syrup,08/02/2021,"$2,709 ",39,
Rafaelita Blaksland,UK,White Choc,08/02/2021,"$2,737 ",40,
Beverie Moffet,Canada,Drinking Coco,08/02/2021,"$4,648 ",104,
Jan Morforth,India,70% Dark Bites,08/02/2021,"$8,764 ",262,
Wilone O'Kielt,USA,Caramel Stuffed Bars,08/02/2021,"$5,145 ",376,
Oby Sorrel,Canada,Milk Bars,08/02/2021,"$1,918 ",390,
Marney O'Breen,Australia,70% Dark Bites,08/02/2021,"$4,396 ",674,
Ches Bonnell,Australia,Fruit & Nut Bars,08/02/2021,"$7,420 ",83,
Barr Faughny,New Zealand,Fruit & Nut Bars,08/02/2021,"$5,292 ",500,
Gigi Bohling,Canada,Smooth Sliky Salty,08/02/2021,"$3,787 ",236,
Beverie Moffet,UK,Organic Choco Syrup,08/02/2021,$581 ,19,
Ches Bonnell,India,Drinking Coco,08/02/2021,"$4,900 ",154,
Roddy Speechley,Canada,Organic Choco Syrup,08/02/2021,"$2,639 ",80,
Madelene Upcott,UK,White Choc,08/02/2021,"$7,980 ",980,
Oby Sorrel,New Zealand,70% Dark Bites,08/02/2021,"$2,695 ",108,
Oby Sorrel,USA,Mint Chip Choco,09/02/2021,$686 ,261,
Karlen McCaffrey,USA,Eclairs,09/02/2021,"$10,647 ",185,
Jan Morforth,Australia,Raspberry Choco,09/02/2021,"$1,890 ",93,
Rafaelita Blaksland,USA,Raspberry Choco,09/02/2021,"$1,162 ",38,
Ches Bonnell,UK,85% Dark Bars,09/02/2021,"$2,296 ",192,
Marney O'Breen,USA,70% Dark Bites,09/02/2021,"$15,659 ",490,
Jan Morforth,New Zealand,70% Dark Bites,09/02/2021,"$2,100 ",73,
Rafaelita Blaksland,Canada,Orange Choco,09/02/2021,"$2,338 ",213,
Andria Kimpton,USA,Organic Choco Syrup,10/02/2021,"$5,194 ",29,
Gigi Bohling,India,Peanut Butter Cubes,10/02/2021,"$4,424 ",320,
Andria Kimpton,India,70% Dark Bites,10/02/2021,"$2,303 ",260,
Kaine Padly,Australia,Spicy Special Slims,10/02/2021,"$1,876 ",12,
Marney O'Breen,New Zealand,Raspberry Choco,10/02/2021,$294 ,700,
Wilone O'Kielt,New Zealand,After Nines,10/02/2021,$756 ,121,
Madelene Upcott,India,Spicy Special Slims,10/02/2021,"$2,359 ",105,
Oby Sorrel,UK,Smooth Sliky Salty,10/02/2021,$511 ,407,
Kelci Walkden,New Zealand,99% Dark & Pure,10/02/2021,"$9,051 ",683,
Marney O'Breen,USA,99% Dark & Pure,10/02/2021,"$1,540 ",101,
Dotty Strutley,UK,70% Dark Bites,10/02/2021,"$3,738 ",145,
Kelci Walkden,UK,After Nines,10/02/2021,"$1,232 ",119,
Jan Morforth,New Zealand,Mint Chip Choco,10/02/2021,$462 ,145,
Oby Sorrel,UK,Caramel Stuffed Bars,10/02/2021,"$5,229 ",393,
Madelene Upcott,UK,Peanut Butter Cubes,10/02/2021,"$1,841 ",344,
Beverie Moffet,India,Milk Bars,10/02/2021,"$8,456 ",910,
Barr Faughny,India,Orange Choco,10/02/2021,"$1,631 ",140,
Wilone O'Kielt,USA,White Choc,10/02/2021,"$2,205 ",265,
Barr Faughny,Canada,Drinking Coco,10/02/2021,$637 ,219,
Kaine Padly,Australia,70% Dark Bites,10/02/2021,"$8,925 ",5,
Gunar Cockshoot,India,Baker's Choco Chips,10/02/2021,$511 ,249,
Brien Boise,UK,Spicy Special Slims,10/02/2021,"$1,750 ",196,
Andria Kimpton,USA,Fruit & Nut Bars,10/02/2021,"$4,571 ",31,
Kaine Padly,USA,Drinking Coco,10/02/2021,"$4,536 ",60,
Curtice Advani,Canada,Baker's Choco Chips,10/02/2021,"$8,078 ",248,
Curtice Advani,Canada,50% Dark Bites,10/02/2021,"$6,097 ",84,
Barr Faughny,India,White Choc,10/02/2021,"$1,743 ",452,
Gunar Cockshoot,Australia,99% Dark & Pure,10/02/2021,"$1,575 ",145,
Wilone O'Kielt,Canada,Manuka Honey Choco,10/02/2021,"$4,151 ",35,
Gunar Cockshoot,Australia,Orange Choco,10/02/2021,"$2,016 ",685,
Ches Bonnell,USA,Manuka Honey Choco,10/02/2021,"$1,540 ",212,
Dennison Crosswaite,USA,85% Dark Bars,10/02/2021,"$5,404 ",250,
Madelene Upcott,India,Peanut Butter Cubes,10/02/2021,"$5,453 ",38,
Curtice Advani,India,Spicy Special Slims,10/02/2021,$287 ,67,
Madelene Upcott,Australia,Peanut Butter Cubes,10/02/2021,"$15,211 ",333,
Ches Bonnell,UK,Choco Coated Almonds,10/02/2021,"$4,025 ",510,
Karlen McCaffrey,Australia,Raspberry Choco,10/02/2021,"$4,949 ",330,
Dotty Strutley,India,Eclairs,10/02/2021,"$18,305 ",591,
Kelci Walkden,UK,Choco Coated Almonds,10/02/2021,"$8,225 ",284,
Barr Faughny,Canada,After Nines,10/02/2021,"$3,990 ",250,
Andria Kimpton,New Zealand,Smooth Sliky Salty,10/02/2021,$252 ,20,
Jan Morforth,Australia,Organic Choco Syrup,10/02/2021,"$1,295 ",48,
Madelene Upcott,New Zealand,99% Dark & Pure,10/02/2021,"$9,835 ",518,
Gigi Bohling,Canada,Organic Choco Syrup,10/02/2021,$497 ,21,
Dennison Crosswaite,Australia,Raspberry Choco,10/02/2021,"$10,486 ",656,
Gigi Bohling,New Zealand,Raspberry Choco,10/02/2021,$917 ,92,
Gunar Cockshoot,Australia,Orange Choco,10/02/2021,"$7,308 ",665,
Mallorie Waber,New Zealand,After Nines,10/02/2021,"$6,517 ",311,
Van Tuxwell,Canada,70% Dark Bites,10/02/2021,"$2,821 ",89,
Curtice Advani,New Zealand,85% Dark Bars,11/02/2021,"$3,213 ",324,
Kelci Walkden,India,Organic Choco Syrup,11/02/2021,"$2,912 ",413,
Brien Boise,India,Eclairs,11/02/2021,"$3,549 ",165,
Gigi Bohling,UK,Mint Chip Choco,11/02/2021,"$7,371 ",304,
Marney O'Breen,New Zealand,After Nines,11/02/2021,"$2,541 ",358,
Ches Bonnell,UK,Eclairs,11/02/2021,"$3,416 ",34,
Kaine Padly,New Zealand,Drinking Coco,11/02/2021,"$6,657 ",318,
Wilone O'Kielt,New Zealand,Spicy Special Slims,11/02/2021,"$7,476 ",840,
Jan Morforth,India,Manuka Honey Choco,11/02/2021,"$1,876 ",392,
Andria Kimpton,Canada,Mint Chip Choco,11/02/2021,$532 ,310,
Madelene Upcott,Canada,Mint Chip Choco,11/02/2021,"$1,960 ",504,
Rafaelita Blaksland,India,Mint Chip Choco,11/02/2021,$630 ,220,
Madelene Upcott,New Zealand,Organic Choco Syrup,11/02/2021,"$10,962 ",247,
Madelene Upcott,New Zealand,Drinking Coco,11/02/2021,"$6,797 ",60,
Marney O'Breen,Canada,Fruit & Nut Bars,11/02/2021,"$4,102 ",770,
Gigi Bohling,New Zealand,Caramel Stuffed Bars,11/02/2021,"$6,797 ",338,
Wilone O'Kielt,USA,50% Dark Bites,11/02/2021,"$14,483 ",129,
Husein Augar,New Zealand,Almond Choco,11/02/2021,"$2,611 ",419,
Andria Kimpton,UK,70% Dark Bites,11/02/2021,"$3,080 ",170,
Kelci Walkden,Canada,Drinking Coco,11/02/2021,"$10,157 ",60,
Dotty Strutley,Canada,Baker's Choco Chips,11/02/2021,"$3,745 ",136,
Kaine Padly,Australia,Raspberry Choco,11/02/2021,"$2,898 ",770,
Dotty Strutley,USA,Manuka Honey Choco,11/02/2021,"$2,002 ",478,
Dotty Strutley,Australia,Raspberry Choco,11/02/2021,"$1,638 ",138,
Ches Bonnell,Australia,Choco Coated Almonds,11/02/2021,"$1,652 ",291,
Beverie Moffet,New Zealand,Peanut Butter Cubes,11/02/2021,$126 ,510,
Karlen McCaffrey,New Zealand,70% Dark Bites,11/02/2021,"$1,288 ",83,
Gunar Cockshoot,USA,Eclairs,11/02/2021,$903 ,422,
